video_id,title,description,channel_title,publish_time,view_count,like_count
SO-LrXKSC-k,"LE DERNIER PAYS EN VIE, REMPORTE L&#39;EUROPE ! (IMPÉRIALISME EURO 2024)",L'IMPÉRIALISME VERSION EURO 2024 ! QUEL PAYS GAGNERA ? ABONNE TOI ...,AF5,2024-05-17T16:30:53Z,129787,4854
syiE5XfpkB0,EURO 2024 PREDICTIONS OF GROUP STAGES! #shorts #football #euro2024,We are gonna predict the Euro 2024 group stages results! #sport #sports #sporsshort #sportshort #sportsshorts #shorts ...,Sporty Maniacs,2023-12-03T01:54:27Z,11016,237
ZpddY5LgrGA,England And France Win Easily And Germany Are Awful.Euro 2024 Memes.#shorts,I swear this Germany team is going to kill me.They had only 1 shot on target.Come on. #nocopyrightintended ...,Rossoneri Forever,2023-06-17T14:00:17Z,150995,6218
Ek6lZ1KoGZU,Portugal vs Swedia 5-0 | Ronaldo Hattrick EURO 2024 Qualifiers Highlights &amp; All Goals 2024,"Portugal vs Swedia 5-0 | Ronaldo Hattrick EURO 2024 Qualifiers Highlights & All Goals 2024 Tags : Portugal,Euro 2024 qualifiers ...",STARTING BOLA,2024-03-19T11:42:31Z,756846,4863
wIgcEd936O4,Alle Deutschland Sticker einkleben 🇩🇪 Topps UEFA EURO 2024 Sticker 🔥👀 #euro2024 #sticker #topps,,PacksUnited,2024-04-25T11:16:07Z,189133,4605
1txPvW4wfFk,Encuentro TODOS los STICKERS DORADOS con FIRMA de la EURO 2024,Abriendo sobres de la EUROCOPA 2024 para encontrar todos los Stickers Dorados con Firma Muchas gracias a Topps España ...,Robertinho,2024-05-05T13:30:00Z,287018,13949
XQaZUrZ_HCE,EURO 2024 ELEME AŞAMASI TAHMİNLERİM#euro2024 #türkiye,,Futbol St,2023-03-21T14:00:22Z,135283,3471
pk_vFrpY96Y,UEFA Euro 2024 Prediction | Complete Edition,"Looking to see some hot takes today? Here's a batch for you, made special! With the qualifiers for this tournament starting literally ...",That One Citrus,2023-03-22T20:00:14Z,17435,245
Cx2Cx4MCZ4E,Germany Squad Piala Euro 2024 - Best Line Up Germany 2024,Daftar 27 pemain jerman yang dipilih julian nagelsmann untuk euro 2024 Ter Stegen Alexander Nubel Manuel Neuer Oliver ...,Salam Sports 39,2024-05-20T12:28:29Z,1893,49
q6un4Nu4g0o,POPUNJAVAM SVOJ EURO 2024 ALBUM ⚽ EURO 2024 SLIČICE,Zaprati me na instagramu: milanius_.,Milanius Hobby,2024-05-27T11:25:27Z,3146,136
KcR3i0Cp4jo,"ĐT ANH CÔNG BỐ ĐỘI HÌNH TỶ BẢNG TỚI EURO 2024: RASHFORD BỊ LOẠI, LUKE SHAW CHẤN THƯƠNG VẪN CÓ MẶT","ĐT ANH CÔNG BỐ ĐỘI HÌNH TỶ BẢNG TỚI EURO 2024: RASHFORD BỊ LOẠI, LUKE SHAW CHẤN THƯƠNG VẪN CÓ MẶT ...",BLV Mai Anh Tài,2024-05-21T23:30:20Z,246148,1230
00xghzS7rVk,"Spain,Scotland &amp; Turkey Qualify,Norway Out,Croatia Lose.Euro 2024 Memes.#shorts","You have players like Haaland,Odegaard and can't qualify directly and need help from playoffs.What a disgrace.",Rossoneri Forever,2023-10-16T14:00:00Z,151568,5461
o-YueLq5BJ0,ĐT BỈ CÔNG BỐ DANH SÁCH THAM DỰ EURO 2024: LẦN CUỐI CHO DE BRUYNE VÀ THẾ HỆ VÀNG LỪNG LẪY,ĐT BỈ CÔNG BỐ DANH SÁCH THAM DỰ EURO 2024: LẦN CUỐI CHO DE BRUYNE VÀ THẾ HỆ VÀNG LỪNG LẪY ...,BLV Mai Anh Tài,2024-05-25T02:00:09Z,61086,321
6XHeFh2e-0w,Meninggalkan Pemain Gacor Untuk Memanggil Pemain Kesayangan! Keputusan aneh Deschamps di Euro 2024,Meninggalkan Pemain Gacor Untuk Memanggil Pemain Kesayangan! Keputusan aneh Deschamps di Euro 2024 ...,Starting Eleven Momen,2024-05-18T04:15:00Z,222831,3294
BdMpxroAUDU,"BOREK, SMOK, POL: ZEBRANIE ZARZĄDU | KANAŁ SPORTOWY I PLANY NA EURO 2024 | HEJT PARK: JESTEŚMY NA TY",POMOC DLA RYŚKA STAŃKA - Rehabilitacja i leczenie: https://zrzutka.pl/tev7nt Audycja przeznaczona dla osób powyżej 16.,Kanał Sportowy,2024-05-21T20:22:49Z,153875,4499
pZly7K8MEY0,Is Marcus Rashford&#39;s England career over? England&#39;s EURO 2024 provisional squad REACTION | ESPN FC,Alexis Nunes is joined by Mark Ogden and Rob Dawson to discuss Marcus Rashford's omission from Gareth Southgate's ...,ESPN FC,2024-05-21T14:25:18Z,19424,151
uTlCtK47CWg,Euro Fantasy MY UPDATED DRAFT TEAM! Euro 2024 Fantasy Football,"In this video I go over my current draft team in Euro 2024 Fantasy, explaining each of the 15 selected players and why I picked ...",FFBobby,2024-05-24T17:30:39Z,6227,160
qnHJU_Im1hA,ALBANIA SQUAD EURO 2024 | ALBANIA SQUAD DEPTH EURO 2024 | UEFA EURO 2024 GERMANY,Albania squad EURO 2024 | Albania Squad Road To EURO 2024 | inilah skuad Albania yang akan bermain di EURO 2024 ...,FOOTBALL TEAM JB,2024-05-11T06:56:15Z,44212,249
hoL8fEo7zeU,What’s the “Group of death” at Euro 2024?,,TSN,2023-12-02T14:46:05Z,18723,437
2arEjMxdsfk,RESMI! Jadwal Piala Eropa 2024 - Portugal vs Ceko - Jerman vs Skotlandia - UEFA EURO 2024,RESMI! Jadwal Piala Eropa 2024 - Portugal vs Ceko - Jerman vs Skotlandia - Live RCTI - UEFA EURO 2024 - Jadwal EURO ...,Hasil Liga,2024-05-06T09:00:35Z,22138,432
rpN7JQ52I5s,"Lịch Thi Đấu Vòng Chung Kết EURO 2024 Mới Nhất, Đầy Đủ Tất Cả Các Trận 51 Trận Đấu | Bản Full Nhất","Lịch Thi Đấu Vòng Chung Kết EURO 2024 Mới Nhất, Đầy Đủ Tất Cả Các Trận 51 Trận Đấu | Bản Full Nhất ⚽ Nếu mọi người thấy ...",NAV SPORTS 360,2024-05-25T07:36:23Z,32406,143
jj6Psi3Sovw,CONVOCATÓRIA EM DIRETO - EURO 2024,Segue-nos: Facebook ➖ https://www.facebook.com/abolapt Instagram ➖https://www.instagram.com/abolapt/ Twitter ...,A BOLA,2024-05-21T12:52:49Z,6577,64
Wem3_wzkgGc,EURO 2024 WE ARE COMING #albania #soccer #football #euro2024,,fut_albania,2023-06-22T10:24:12Z,149842,0
Is740tkBAS0,Portugal vs England 5-0 | Ronaldo Hattrick EURO 2024 Qualifiers Highlights &amp; All Goals,"Portugal vs England 5-0 | Ronaldo Hattrick EURO 2024 Qualifiers Highlights & All Goals Tags : Portugal,England,Portugal vs ...",STARTING BOLA,2024-04-02T11:30:17Z,725471,5313
tHhg8SnQGVc,Highlights | Denmark 1-0 Northern Ireland | Euro 2024 qualifier,Subscribe to Northern Ireland: https://bit.ly/2ZakrRh​ INSTAGRAM Northern Ireland National Team: ...,Northern Ireland,2023-06-16T23:07:45Z,116837,803
_j-qZYfDehI,HO INSERITO LA NAZIONALE del 2006 ad EURO 2024!!,SCARICA World of Warships → https://wo.ws/4atFIXO Subito Tanti Bonus per te: - 250 Dobloni - 7 Giorni Premium - 2.5 milioni in ...,V3nomXXII,2024-05-13T12:00:26Z,88057,3261
5zyBLJeBh-c,TONI KROSS VÀ ĐỘI HÌNH MẠNH NHẤT TUYỂN ĐỨC TẠI EURO 2024,TONI KROSS VÀ ĐỘI HÌNH MẠNH NHẤT TUYỂN ĐỨC TẠI EURO 2024 #euro2024 #tonikroos #fanbongdasocolive Toni Kross sẽ ...,Fan Bóng Đá Socolive,2024-05-22T00:00:04Z,18874,130
C0yOS7wWghc,"Özel Röportaj - Hakan Çalhanoğlu | Serie A şampiyonluğu, EURO 2024, Şampiyonlar Ligi, Eleştiriler...","Serie A ekiplerinden Inter forması giyen Milli futbolcumuz Hakan Çalhanoğlu, TRT Spor'un sorularını yanıtladı. #hakançalhanoğlu ...",TRT SPOR,2024-05-17T17:45:00Z,37567,1082
H95l8zzGg-Y,ỨNG VIÊN EURO 2024 | ITALIA: CHỜ ĐỢI GÌ Ở NHÀ ĐƯƠNG KIM VÔ ĐỊCH | MYTV SPORTS,ỨNG VIÊN EURO 2024| ITALIA: CHỜ ĐỢI GÌ Ở NHÀ ĐƯƠNG KIM VÔ ĐỊCH | MYTV SPORTS Đăng ký kênh và Bật thông báo ...,MyTV Sports,2024-05-15T03:16:13Z,14734,119
nD34pcv60mg,THE EURO 2024 TOURNAMENT BEGINS!  - FIFA 23 Career Mode Series EP 22 Season 2.5,"USE CODE ""LILJR15"" FOR 15% OFF JERSEYS AT JERSEYDOR.COM: https://jerseydor.com/ THANK YOU BEST WORST FOR ...",Lil Jr,2023-02-07T21:18:17Z,264161,6123
UvHdPuLys5s,Lịch thi đấu vòng loại Euro 2024 – tháng 6,"Các trận đấu của vòng loại Euro 2024 sẽ tiếp tục diễn ra trên khắp các sân cỏ châu Âu trong tháng 6 tới, ngay sau khi các đấu ...",Báo Mới Online,2023-05-25T22:33:33Z,16327,38
oZu6EZin6hU,*EARLY* UEFA EURO 2024 QUALIFIER PREDICTION,"Our VERY EARLY EURO 2024 Qualifier Predictions. This will definitely change, but here are our earliest thoughts to basically start ...",HRVizak,2022-10-12T12:30:14Z,182992,5686
snkYJWPDCaE,Scotland 2-0 Georgia | McGregor and McTominay Extend Lead! | EURO 2024 Qualifying Highlights,Goals in the Glasgow rain as Callum McGregor and Scott McTominay make it four wins from four in our EURO 2024 qualifying ...,Scotland National Team,2023-06-20T23:22:36Z,437936,5364
yeWoFeII9ys,ĐỘI HÌNH 12.000 TỶ  PHẢI NGỒI NHÀ XEM EURO 2024 CỦA ĐỘI TUYỂN ANH KHIẾN TẤT CẢ PHẢI TRẦM TRỒ,"Đội hình 12.000 tỷ phải ngồi nhà xem Euro 2024 của đội tuyển anh khiến tất cả phải trầm trồ.Marcus Rashford, Jadon Sancho, ...", az888tintucthethao,2024-05-24T04:01:07Z,86896,1062
WpnJKx-RzJ4,SPAIN Squad for UEFA EURO 2024 Qualifying | EURO 2024 Qualifiers,Welcome to JunGSa Football The following are Full Squad of Spain for UEFA EURO 2024 Qualifiers on March 2023 with New ...,JunGSa Football,2023-03-21T07:17:23Z,27203,326
gPzPdUXwQe8,Lidl Kids Team | Dein Kind bei der UEFA EURO 2024™️,"Wie oft hat man die Gelegenheit, Kindern große Erinnerung fürs Leben zu schenken? Jetzt! Und wir helfen dabei als offizieller ...",Lidl,2024-03-30T08:51:05Z,2029683,42
7En3FaFk_OU,HIGHLIGHTS | Ireland 0-1 France | UEFA Euro 2024 Qualifier,SUBSCRIBE https://www.youtube.com/user/faiofficial TWITTER @IrelandFootball INSTAGRAM @IrelandFootball TIKTOK ...,FAI TV,2023-03-28T22:35:25Z,98981,837
60wYyfME-Wo,Norway vs Cyprus All goals and highlights - EURO 2024 Qualifiers 20/6/2023,Erling Haaland penalty and goal vs Cyprus. Norway vs Cyprus All goals and highlights EURO 2024 Qualifiers Subscribe to Goal ...,Goal 90+,2023-06-20T20:32:36Z,110357,895
D_EYG_bI9Xw,&#39;FAHNEN RAUS&#39; EURO 2024 Offizielles Musicvideo EM 2024 Official Video,Vergesst alle anderen Fussball-Songs ! Hier kommt der neue Ohrwurm für die EURO 2024. [Lyrics in der Beschreibung] „Fahnen ...,AIWY MUSIC,2024-01-26T14:38:05Z,79258,611
U841O8MiFm4,GERMANY Squad for FIFA Matchday - UEFA EURO 2024,"Welcome to JunGSa Football Here are GERMANY New Squad for International Friendly FIFA Matchday, UEFA EURO 2024 ...",JunGSa Football,2023-03-19T06:17:06Z,26642,351
Ek6lZ1KoGZU,Portugal vs Swedia 5-0 | Ronaldo Hattrick EURO 2024 Qualifiers Highlights &amp; All Goals 2024,"Portugal vs Swedia 5-0 | Ronaldo Hattrick EURO 2024 Qualifiers Highlights & All Goals 2024 Tags : Portugal,Euro 2024 qualifiers ...",STARTING BOLA,2024-03-19T11:42:31Z,756846,4863
Pu7NrTIHCHY,ITALY Squad for UEFA EURO 2024 Qualifying | EURO 2024 Qualifiers,Welcome to JunGSa Football The following are full squad Italy for UEFA EURO 2024 Qualifiers on March 2023 My Social Media: ...,JunGSa Football,2023-03-20T12:05:29Z,43281,420
Is740tkBAS0,Portugal vs England 5-0 | Ronaldo Hattrick EURO 2024 Qualifiers Highlights &amp; All Goals,"Portugal vs England 5-0 | Ronaldo Hattrick EURO 2024 Qualifiers Highlights & All Goals Tags : Portugal,England,Portugal vs ...",STARTING BOLA,2024-04-02T11:30:17Z,725471,5313
EPJf0KUQS4A,119Ft-os focis kártya csomag ?!? |Lidl Topps UEFA Euro 2024 Match Attax,Csatorna tagság https://www.youtube.com/channel/UCAl1JpHrxMoEr4BxQ8nnAGw/join Ha írni szeretnél vagy cserélni akkor itt ...,Zalan channel,2024-05-19T08:00:07Z,4421,103
0cSCWzwfVJQ,Jerman Resmi Memperkenalkan Maskot Euro 2024,"MetroTV, Jerman secara resmi memperkenalkan maskot untuk gelaran Euro 2024. Maskot yang belum diberi nama ini muncul ...",METRO TV ,2023-06-21T00:34:44Z,1925,10
kq6Mp6N2OWM,Highlights | Northern Ireland 0-1 Kazakhstan | UEFA Euro 2024 qualifier,Subscribe to Northern Ireland: https://bit.ly/2ZakrRh​ INSTAGRAM Northern Ireland National Team: ...,Northern Ireland,2023-06-19T22:55:15Z,191780,3125
HsOWEIcHuzE,ITALY SQUAD EURO 2024 QUALIFIERS | UEFA EURO 2024,ITALY FULL SQUAD FOR EURO 2024 QUALIFIER IN GERMANY | ITALY FOOTBALL TEAM UPDATE | SKUAD ITALIA ...,FOOTBALL TEAM JB,2023-03-13T11:27:20Z,108750,843
G8fSrgow4o8,FRANCE SQUAD EURO 2024 QUALIFIERS FT. KYLIAN MBAPPE | UEFA EURO 2024,FRANCE FULL SQUAD FOR EURO 2024 QUALIFIER IN GERMANY | FRANCE FOOTBALL TEAM UPDATE | SKUAD PRANCIS ...,FOOTBALL TEAM JB,2023-03-14T14:17:41Z,62653,661
bNiM0r9NVKU,Highlights: Malta-Italia 0-2 | Qualificazioni EURO 2024,"Nella seconda gara delle Qualificazioni a EURO 2024, a Ta' Qali, a Nazionale italiana di Roberto Mancini supera Malta per 2-0 ...",FIGC Azzurri e Azzurre,2023-03-27T22:02:00Z,209283,2148
F__WxhgWSpI,Euro 2024&#39;e Katılan TAKIMLAR Ne Durumda?,"Euro 2024'e katılan tüm takımları detaylı olarak grup grup inceledik. A grubunda Almanya, Macaristan, İskoçya ve İsviçre; ...",Akıl Oyunu,2024-05-28T15:00:06Z,12266,606
s-mzRMU8Wfo,Germany Squad Euro 2024 Qualifiers | Cristiano Ronaldo | Euro 2024 Germany,FOOT TALKS USE HEADPHONES FOR BEST EXPERIENCE ...,THEMARZ,2023-03-21T15:29:58Z,10791,102
jruuBqGJCX0,UEFA Euro 2024 Germany,Get ready for Germany UEFA EURO 2024 Football.,Mizadesigner,2023-04-26T18:26:19Z,12731,131
KzAxoCsfoX4,FULL EURO 2024 PREDICTIONS!,My Euro 2024 predictions! I'm sure they'll all age perfectly...,Seb Ball,2024-05-27T08:31:46Z,12206,279
L91t63kCXVY,Finalni spisak Srbije za EURO 2024: Ovi igrači idu za Nemačku! Piksi bez Radonjića i Erakovića! 🇷🇸,srbija #fudbal #euro2024 Spisak reprezentacije Srbije za EURO 2024 u Nemačkoj! Šta vi kažete? Koga bi vi vodili da ste u ulozi ...,Adriatik Fudbal,2024-05-28T15:00:17Z,8541,663
3aMYXb2wFwE,EURO 2024: POWOŁANIA NADCHODZĄ! NA KOGO POSTAWI PROBIERZ? INTERNATIONAL LEVEL,Już w środę powołania do reprezentacji Polski na EURO 2024. Na kogo postawi Michał Probierz? Komentujemy minione występy ...,Meczyki,2024-05-28T14:24:37Z,36181,1163
iRxlwM4qJlE,Euro 2024 Preview - Is it England&#39;s Time?,"England head into Euro 2024 as favourites to win the competition, but they have some problems too. Whilst their attack is filled ...",Into the Fray,2024-05-28T11:00:43Z,1312,29
YJACs_TIAXI,MY EURO 2024 PREDICTIONS!,In this video we go through the Groups and Knockout Stages to determine who will come out victorious in Euro 2024 this summer!,FFBobby,2024-05-26T11:00:31Z,5861,121
wa7hH_uF6p0,The BEST Euro 2024 Favourites Combined XI 🌎🏆,,Freddy Oliphant,2024-05-27T14:50:06Z,46811,3180
oVNySqfc1wQ,"Euro 2024 qualifying draw: England to face Italy, Scotland drawn with Spain &amp; Wales play Croatia",Subscribe to Sky Sports News: http://bit.ly/SkySportsNewsSub England will play defending champions Italy as they look to qualify ...,Sky Sports News,2022-10-09T12:49:29Z,35694,538
fub0FLs3OAE,Albania Euro 2024 | National Football Team,Albania Euro 2024 | National Football Team Here is a list with Albania football team euro 2024 European Football Championship ...,National Teams,2024-05-27T17:44:42Z,13437,55
0rOYG6M4K5o,AI Predicts Euro 2024! 🤖⚽️,"euro2024 #euro2024prediction #fyp #foryou #footballfacts #cristianoronaldo #itscominghome AI predicts euro 2024, ai has ...",United Clips,2024-05-28T16:00:00Z,7306,0
mwQuXRvrEQ0,EURO 2024 ICONS ARE COMING &amp; NEWS IS HERE! NEW Champs Rewards Post-TOTS Leak?! | FC 24 Ultimate Team,"If you enjoyed this video please leave a like, it helps me out so much. Thank you! Join this channel to get access to perks: ...",JFC,2024-05-29T03:41:25Z,2338,92
uEAwxX2cHZc,I Randomised England Euro 2024 Squad!!!,"TAGS: Football,eafc,fc24,careermode,shorts,fardin0606,fut,fifa24,simulation,fifacareermode,playercareermode,4k,bfordlancer,s2g ...",Feefahguy,2024-05-28T18:00:33Z,1826,219
cATUIgz7Wrk,England Starting XI at Euro 2024 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #euros,,Casey Settleman,2024-05-28T16:00:26Z,7441,216
nuKPdTQPtls,Kto zostanie CZARNYM KONIEM na Euro 2024?,Subskrybuj https://youtube.com/@ZZAPOLOWY_?si=3rsG0ZcF1lkjIxyC ✉️ Współpraca: bartosz.wroblewski@sharkagency.pl ...,ZZAPOŁOWY,2024-05-26T15:10:15Z,7913,424
KoylaTQN824,HÀNG TIỀN VỆ NÀO MẠNH NHẤT EURO 2024?,HÀNG TIỀN VỆ NÀO MẠNH NHẤT EURO 2024? VAR Bóng Đá - Tiêu điểm hằng ngày ▻ Website: https://randomfootball.com/ ...,VAR BÓNG ĐÁ,2024-05-27T11:56:31Z,24767,165
GpOLYBjRx6U,Portugal Starting XI at Euro 2024 🇵🇹 #euros,,Casey Settleman,2024-05-25T16:00:19Z,26697,1027
6XxdLYKFkWA,EURO FANTASY MD1 MY FIRST DRAFT | Euro 2024 Fantasy Football,FOLLOW ELEVENIFY: https://www.elevenify.com/ SUBSCRIBE to my Podcast FPL Script: https://youtube.com/@fplscript Fran runs ...,FPL Fran,2024-05-26T10:35:19Z,10522,380
Y_9J36Z6hHc,MY UPDATED EURO 2024 FANTASY DRAFT! | EURO 2024 FANTASY TIPS STRATEGY AND ADVICE,Tom talks through his team in the official UEFA Euro 2024 Fantasy Football game! Link to official game: ...,Golden Goal Fantasy Football ,2024-05-27T09:45:00Z,6627,178
pWLsplH1H0U,JOLIVEIRA10 FAZ PREDICT DO EURO 2024,"Contacto por e-mail: joliveira10oficial@hotmail.com ( Parcerias, etc) Segue-me nas redes sociais https://linktr.ee/joliveira10.",Clips do J,2024-05-27T17:00:35Z,10567,464
NxDQwY3TO3Y,5 Insane Records Cristiano Ronaldo Could Break at Euro 2024!,CR7 #Euro2024.,Planet Football,2024-05-27T15:30:10Z,7828,207
HxxnCswg9q4,3 kandidat top di euro 2024 versi koci !! #shorts #bola #coachjustin,,Goat talksz,2024-05-28T11:54:31Z,24226,538
q6un4Nu4g0o,POPUNJAVAM SVOJ EURO 2024 ALBUM ⚽ EURO 2024 SLIČICE,Zaprati me na instagramu: milanius_.,Milanius Hobby,2024-05-27T11:25:27Z,3146,136
liCRbTWiB2k,Ranking EVERY Euro 2024 Home Kit!,Use My Kitbag Affiliate Link- https://kitbag.evyy.net/6ejO2m :) Ranking every Euro 2024 home shirt into a tier list Socials: ...,JTFC,2024-05-28T15:00:42Z,1657,87
Tuzg_bivlL8,ZVANIČAN SPISAK SRBIJE ZA EURO 2024! 🇷🇸⚽ #viral #video,fyp #foryou #foryourpage #srbija #fudbal #euro2024 Ovo su igrači koje je Piksi pozvao na Evropsko prvenstvo u Nemačkoj!,Adriatik Fudbal,2024-05-29T06:00:11Z,63,22
